registry_id	alias	use_type
protocol:eq-5d-5l-valuation-qc-2017	Quality control process for EQ-5D-5L valuation studies (QC procedures)	Protocol
protocol:eq-5d-5l-valuation-qc-2017	quality control process for EQ-5D-5L valuation studies (Ramos-Goñi et al)	Protocol
protocol:eq-5d-5l-valuation-qc-2017	quality control process for EQ-5D-5L valuation studies (Ramos-Goñi et al. [31])	Protocol
protocol:eq-5d-5l-valuation-qc-2017	Quality control process for EQ-5D-5L valuation studies (Ramos-Goñi et al.)	Protocol
protocol:eq-5d-5l-valuation-qc-2017	quality control process for EQ-5D-5L valuation studies (Ramos-Goñi et al.)	Protocol
protocol:eq-5d-5l-valuation-qc-2017	Quality control process for EQ-5D-5L valuation studies developed by the EuroQol Group	Protocol
protocol:eq-5d-5l-valuation-qc-2017	Quality control process recommended by the EuroQol foundation for valuation studies	Protocol
protocol:eq-5d-5l-valuation-qc-2017	quality-control procedure developed by the EuroQol Group	Protocol
protocol:eq-5d-5l-valuation-qc-2017	Ramos-Goñi et al. EQ-VT quality control (QC) protocol	Protocol
protocol:eq-5d-5l-valuation-qc-2017	standard quality control procedure developed by the EuroQol for C-TTO studies	Protocol
protocol:eq-5d-5l-valuation-qc-2017	standard quality control procedure of the EuroQol Group	Protocol
protocol:eq-5d-5l-valuation-qc-2017	standard quality control process developed by the EuroQol Group	Protocol
protocol:eq-5d-y-3l-international-valuation	adapted version of the EuroQol Valuation Technology (EQ-VT) protocol used in EQ-5D-Y-3L valuation (international valuation protocol for the EQ-5D-Y-3L)	Protocol
protocol:eq-5d-y-3l-international-valuation	EQ- 5D-Y- 3L valuation protocol	Protocol
protocol:eq-5d-y-3l-international-valuation	EQ-5D-Y valuation protocol (International valuation protocol for the EQ-5D-Y-3L)	Protocol
protocol:eq-5d-y-3l-international-valuation	EQ-5D-Y valuation protocol (international valuation protocol for the EQ-5D-Y-3L)	Protocol
protocol:eq-5d-y-3l-international-valuation	EQ-5D-Y-3L International Valuation Protocol	Protocol
protocol:eq-5d-y-3l-international-valuation	EQ-5D-Y-3L international valuation protocol	Protocol
protocol:eq-5d-y-3l-international-valuation	EQ-5D-Y-3L valuation protocol (Ramos-Goñi et al)	Protocol
protocol:eq-5d-y-3l-international-valuation	International Valuation Protocol for the EQ-5D-Y-3L	Protocol
protocol:eq-5d-y-3l-international-valuation	International valuation protocol for the EQ-5D-Y-3L	Protocol
protocol:eq-5d-y-3l-international-valuation	International valuation protocol for the EQ-5D-Y-3L (Ramos-Goñi et al. 2020)	Protocol
protocol:eq-5d-y-3l-international-valuation	International valuation protocol for the EQ-5D-Y-3L (Ramos-Goñi et al. [32])	Protocol
protocol:eq-5d-y-3l-international-valuation	International Valuation Protocol for the EQ-5D-Y-3L (Ramos-Goñi et al.)	Protocol
protocol:eq-5d-y-3l-international-valuation	International valuation protocol for the EQ-5D-Y-3L (Ramos-Goñi et al.)	Protocol
protocol:eq-5d-y-5l-translation-draft	draft EQ-5D-Y-5L translation protocol (including the card ranking exercise)	Protocol
protocol:eq-hwb-9-content-validity	EuroQol Group guidelines / international protocol for content validity testing of the EQ-HWB-9	Protocol
protocol:eq-hwb-translation	EQ-HWB Translation Guidelines (EuroQol Version Management Committee)	Protocol
protocol:eq-vt	current EQ-5D-5L valuation protocol (iterative TTO approach)	Protocol
protocol:eq-vt	EQ-5D-5L valuation protocol (EQ Valuation Technology, EQ-VT)	Protocol
protocol:eq-vt	EQ-5D-5L valuation protocol (EuroQol Group)	Protocol
protocol:eq-vt	EQ-VT (EuroQol Valuation Technology Platform)	Protocol
protocol:eq-vt	EQ-VT (EuroQol Valuation Technology) standard protocol format	Protocol
protocol:eq-vt	EQ-VT protocol	Protocol
protocol:eq-vt	EQ-VT protocol (EuroQol Valuation Technology)	Protocol
protocol:eq-vt	EQ-VT protocol (Stolk et al., 2019)	Protocol
protocol:eq-vt	EQ-VT protocol for EQ-5D-5L valuation	Protocol
protocol:eq-vt	EuroQol EQ-5D-5L valuation protocol	Protocol
protocol:eq-vt	EuroQol Group's international EQ-5D-5L valuation protocol	Protocol
protocol:eq-vt	EuroQol Group's protocol for EQ-5D valuation studies (Stolk et al., 2022)	Protocol
protocol:eq-vt	EuroQol Group's valuation protocol (EQ-5D-5L international valuation protocol)	Protocol
protocol:eq-vt	EuroQol protocol for the valuation of EQ-5D-5L health states	Protocol
protocol:eq-vt	EuroQol Valuation Technology	Protocol
protocol:eq-vt	EuroQol Valuation Technology (EQ-VT)	Protocol
protocol:eq-vt	EuroQol Valuation Technology (EQ-VT) protocol	Protocol
protocol:eq-vt	EuroQol valuation technology (EQ-VT) protocol	Protocol
protocol:eq-vt	EuroQol Valuation Technology Platform (EQ-VT)	Protocol
protocol:eq-vt	EuroQol valuation technology protocol (EQ-VT)	Protocol
protocol:eq-vt	EuroQol-Valuation Technology protocol	Protocol
protocol:eq-vt	International standardized EQ-5D-5L valuation protocol developed by the EuroQol Group	Protocol
protocol:eq-vt	internationally standardized experimental design and protocol for valuing the EQ-5D-5L	Protocol
protocol:eq-vt-1-0	EuroQol Valuation Technology (EQ-VT v1.0) protocols	Protocol
protocol:eq-vt-1-1	EQ-VT protocol version 1.1	Protocol
protocol:eq-vt-1-1	EQ-VT v1.1 (cTTO protocol implemented by EQ-PVT)	Protocol
protocol:eq-vt-1-1	improved EQ-5D-5L valuation protocol 1.1	Protocol
protocol:eq-vt-1-1	internationally standardised EQ-5D-5L valuation protocol (EQ-5D-5L valuation protocol 1.1)	Protocol
protocol:eq-vt-2-0	EQ-5D-5L valuation protocol	Protocol
protocol:eq-vt-2-0	EQ-5D-5L valuation protocol (EQ-VT version 2)	Protocol
protocol:eq-vt-2-0	EQ-5D-5L valuation protocol 2.0 (EQ-VT Version 2.0)	Protocol
protocol:eq-vt-2-0	EQ-5D-5L valuation protocol version 2 (standard valuation protocol used with EQ-VT 2.0)	Protocol
protocol:eq-vt-2-0	EQ-5D-5L valuation protocol, version 2.0	Protocol
protocol:eq-vt-2-0	EQ-VT protocol V2.0	Protocol
protocol:eq-vt-2-0	EuroQol Valuation Technology (EQ-VT 2.0)	Protocol
protocol:eq-vt-2-0	EuroQol Valuation Technology (EQ-VT) protocol (version 2 of the EQ-5D-5L valuation protocol)	Protocol
protocol:eq-vt-2-0	EuroQol Valuation Technology version 2.0, EQ-VT 2.0	Protocol
protocol:eq-vt-2-0	international EQ-5D-5L EQ-VT valuation protocol (EQ-VTv2)	Protocol
protocol:eq-vt-2-0	International EQ-5D-5L valuation protocol (version 2)	Protocol
protocol:eq-vt-2-0	standard EQ-5D-5L valuation protocol (EQ-VT version 2)	Protocol
protocol:eq-vt-2-0	standardized EQ-5D-5L valuation protocol developed by EuroQol (version 2 of the EQ-5D-5L valuation protocol)	Protocol
protocol:eq-vt-2-0	standardized EQ-5D-5L valuation protocol developed by EuroQol (version 2.0)	Protocol
protocol:eq-vt-2-0	Version 2 of the EQ-5D-5L valuation protocol	Protocol
protocol:eq-vt-2-0	version 2 of the EQ-5D-5L valuation protocol (Stolk et al. [38])	Protocol
protocol:eq-vt-2-1	EQ-VT (EuroQol Valuation Technology) protocol version 2.1	Protocol
protocol:eq-vt-2-1	EQ-VT (international EuroQol standardized valuation protocol, version 2.1)	Protocol
protocol:eq-vt-2-1	EQ-VT 2.1 (EQ-5D-5L valuation protocol version 2.1)	Protocol
protocol:eq-vt-2-1	EQ-VT 2.1 protocol	Protocol
protocol:eq-vt-2-1	EQ-VT 2.1 protocol (2019 Danish valuation study)	Protocol
protocol:eq-vt-2-1	EQ-VT protocol, version 2.1	Protocol
protocol:eq-vt-2-1	EQ-VT-2.1 protocol	Protocol
protocol:eq-vt-2-1	EuroQol standardized valuation protocol EQ-VT-2.1	Protocol
protocol:eq-vt-2-1	EuroQol Valuation Technique (EQ-VT) version 2.1	Protocol
protocol:eq-vt-2-1	EuroQol Valuation Technology (EQ-VT 2.1) protocol for EQ-5D-5L valuation studies	Protocol
protocol:eq-vt-2-1	EuroQol Valuation Technology (EQ-VT) (version 2.1)	Protocol
protocol:eq-vt-2-1	EuroQol Valuation Technology (EQ-VT) version 2.1	Protocol
protocol:eq-vt-2-1	EuroQol Valuation Technology 2.1	Protocol
protocol:eq-vt-2-1	version 2.1 of the EQ-VT protocol	Protocol
protocol:eq-vt-2-1-ar-eg	Egyptian translated version of the EQ-VT-2.1 protocol	Protocol
protocol:eq-vt-2-1-ar-eg	EuroQol Group Valuation Technology protocol (EQ-VT-2.1), Arabic version for Egypt	Protocol
protocol:eq-vt-2-1-vi-vn	EQ-VT protocol version 2.1 (Vietnamese), standardized protocol developed by the EuroQol Group	Protocol
protocol:eq-vt-2-6-1	EuroQol valuation protocol EQ-VT version 2.6.1	Protocol
protocol:eq-vt-2-6-1	EuroQol Valuation Technology 2.6.1	Protocol
protocol:euroqol-full-translation-2018	"EuroQol Group guidelines for ""EQ-5D-Y Full Translation"" version April 2018"	Protocol
protocol:euroqol-full-translation-2018	Full Translation Guidelines for the EuroQol EQ-5D-3L, 5L and Y Versions (EuroQol Group, 2018)	Protocol
protocol:euroqol-population-norms-guidance	recommendations of the EuroQoL Group for estimating population norms (Janssen, Szende & Ramos-Goñi, Data and Methods)	Protocol
protocol:euroqol-translation-cultural-adaptation	EuroQol Group cultural adaptation / translation guidelines [13, 14]	Protocol
protocol:euroqol-translation-cultural-adaptation	EuroQol Group guidelines for translation and cultural adaptation	Protocol
protocol:euroqol-translation-cultural-adaptation	EuroQol Group translation guidelines and methodology approved by the EuroQol Version Management Committee (VMC)	Protocol
protocol:euroqol-translation-cultural-adaptation	EuroQol Group translation guidelines for cognitive debriefing (card ranking exercise, self-completion, structured debriefing)	Protocol
protocol:euroqol-translation-cultural-adaptation	EuroQol standardized translation protocol following international recommendations	Protocol
protocol:euroqol-translation-cultural-adaptation	International translation guidelines (From Translation to Version Management, EuroQol cultural adaptation methods)	Protocol
protocol:euroqol-translation-cultural-adaptation	Iterative translation and cultural adaptation procedures recommended by the EuroQol Group	Protocol
protocol:euroqol-translation-cultural-adaptation	Standard EuroQol Group translation guidelines	Protocol
protocol:euroqol-translation-cultural-adaptation	Standardized EuroQol translation protocol used to produce the Bahasa Indonesia EQ-5D-5L	Protocol
protocol:euroqol-translation-cultural-adaptation	Standardized translation approach recommended by the EuroQol group (used to produce the Amharic EQ-5D-5L in the Ethiopian valuation study)	Protocol
protocol:euroqol-translation-cultural-adaptation	standardized translation protocol (EuroQol cultural adaptation methods)	Protocol
protocol:euroqol-translation-cultural-adaptation	standardized translation protocol following international recommendations	Protocol
protocol:euroqol-translation-cultural-adaptation	translation protocol of the [EuroQol] Group	Protocol
protocol:euroqol-translation-definition-of-concepts	Translation Guidelines: Definition of Concepts (3L, 5L, and Y): EQ-5D Descriptive System and EQ-VAS	Protocol
protocol:grade	Grading of Recommendations, Assessment, Development, and Evaluations (GRADE)	Protocol
protocol:grras	Guidelines for Reporting Reliability and Agreement Studies (GRRAS)	Protocol
protocol:guillemin-cross-cultural-adaptation	Guillemin cross-cultural adaptation guidelines (forward translation, backward translation, committee review, pre-testing)	Protocol
protocol:ipdas	International Patient Decision Aid Standards (IPDAS)	Protocol
protocol:isoqol-pro-clinical-practice-user-guide	International Society for Quality of Life Research User Guide for Implementing Patient-Reported Outcomes Assessment in Clinical Practice	Protocol
protocol:isoqol-pro-clinical-practice-user-guide	ISOQOL (International Society for Quality of Life Research) User Guide for Implementing Patient-Reported Outcomes Assessment in Clinical Practice	Protocol
protocol:ispor-health-state-utility-good-practices	ISPOR Good Practices for Outcomes Research Task Force report on identification, review, and use of health state utilities	Protocol
protocol:ispor-pro-translation-cultural-adaptation	ISPOR Principles of Good Practice for the Translation and Cultural Adaptation Process for Patient-Reported Outcomes (PRO) Measures	Protocol
protocol:ispor-pro-translation-cultural-adaptation	Principles of good practice for the translation and cultural adaptation process for patient-reported outcomes (PRO) measures: ISPOR task force report	Protocol
protocol:jbi-scoping-review-guidance	Joanna Briggs Institute best practice guidance / updated methodological guidance for the conduct of scoping reviews	Protocol
protocol:levac-scoping-review-guidance	Levac et al.’s guidelines for conducting scoping reviews	Protocol
protocol:masutti-eq-hwb-content-validity-2024	Published protocol from the Italian EQ-HWB content validity study (Masutti et al.)	Protocol
protocol:mmat	Mixed Methods Appraisal Tool (MMAT)	Protocol
protocol:mulhern-eq-5d-bolt-on-criteria-2022	Criteria for developing, assessing and selecting candidate EQ-5D bolt-ons proposed by Mulhern et al (2022)	Protocol
protocol:mvh	Measurement and Valuation of Health (MVH) protocol	Protocol
protocol:mvh	Measurement and Valuation of Health (MVH) study protocol (MVH Group, 1995)	Protocol
protocol:mvh	MVH protocol (visual prop for TTO demonstration)	Protocol
protocol:newcastle-ottawa-scale	Newcastle-Ottawa scale (NOS) for cohort and case-control studies	Protocol
protocol:nhlbi-observational-quality-assessment	Quality Assessment Tool for Observational Cohort and Cross-Sectional Studies (National Heart, Lung, and Blood Institute)	Protocol
protocol:p-mic	Australian Paediatric Multi-Instrument Comparison Study Protocol (P-MIC)	Protocol
protocol:p-mic	Psychometric Performance of HRQoL Measures: An Australian Paediatric Multi-Instrument Comparison Study Protocol (P-MIC)	Protocol
protocol:p-mic-technical-methods	Australian P-MIC study technical methods paper / P-MIC methods guide	Protocol
protocol:p-mic-technical-methods	P-MIC study technical methods paper psychometric analysis plan (Jones et al. 2023)	Protocol
protocol:p-mic-technical-methods	P-MIC Technical Methods Paper statistical analysis protocol (set a priori)	Protocol
protocol:p-mic-technical-methods	Psychometric Statistical Analysis Plan provided in the P-MIC Technical Methods	Protocol
protocol:p-mic-technical-methods	QUOKKA Study Technical Methods Guide including the prespecified statistical analysis plan	Protocol
protocol:p-mic-technical-methods-v3-data-cut-2	Australian Paediatric Multi-Instrument Comparison (P-MIC) Study: Technical Methods Paper, Version 3, Data Cut 2	Protocol
protocol:paris	Paris protocol	Protocol
protocol:pdf-p014-adapted-eq-vt	EuroQol Valuation Technology (EQ-VT) protocol (adapted version)	Protocol
protocol:pdf-p022-modified-downs-black-quality-index	Modified quality index of Downs and Black (13 items, maximum 14 points)	Protocol
protocol:pdf-p023-modified-eq-5d-y-3l-valuation	international EQ-5D-Y-3L valuation protocol (modified)	Protocol
protocol:pdf-p049-adapted-eq-vt	adapted version of the EuroQol valuation technology (EQ-VT) standardized valuation protocol	Protocol
protocol:pdf-p060-adapted-eq-vt	adapted EQ-VT protocol (Stolk et al., 2019)	Protocol
protocol:peasgood-pto-mixed-methods-2024	Published protocol for the mixed methods Person Trade Off (PTO) and qualitative study (Peasgood et al. 2024)	Protocol
protocol:pedsql-4-0-gcs-translation	Standard PedsQL™ 4.0 GCS translation protocol (forward and backward) provided by the Mapi Research Trust	Protocol
protocol:post-covid-healthcare-workers-cohort-2024	Study protocol of the cohort study 'Post-COVID in healthcare workers and its consequences on quality of life, activities, participation, need for rehabilitation and care experiences' [44, 45]	Protocol
protocol:prisma	Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA)	Protocol
protocol:prisma	Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines	Protocol
protocol:prisma	PRISMA guidance on systematic reviews and meta-analyses	Protocol
protocol:prisma-2020	Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA 2020)	Protocol
protocol:prisma-2020	Preferred Reporting Items for Systematic reviews and Meta-Analyses (PRISMA) 2020 guideline	Protocol
protocol:prisma-2020	Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) 2020 statement	Protocol
protocol:prisma-cosmin-omi-2024	PRISMA-COSMIN for Outcome Measurement Instruments (OMIs) 2024	Protocol
protocol:prisma-scr	Preferred Reporting Items for Systematic Review and Meta-Analyses extension for Scoping Reviews (PRISMA-ScR)	Protocol
protocol:prisma-scr	Preferred Reporting Items for Systematic Reviews and Meta-Analyses Extension for Scoping Reviews (PRISMA-ScR) checklist	Protocol
protocol:prospero-crd42021252757	Study protocol registered in PROSPERO (CRD42021252757)	Protocol
protocol:prospero-crd42023429906	PROSPERO ID: CRD42023429906	Protocol
protocol:prospero-crd42023429906	Review protocol registered with PROSPERO (CRD42023429906)	Protocol
protocol:prospero-crd42023434651	PROSPERO CRD42023434651	Protocol
protocol:prospero-crd42023434651	PROSPERO registered review protocol CRD42023434651 (amended to broaden scope beyond EQ-5D tools)	Protocol
protocol:prospero-crd42023445567	PROSPERO registration no. CRD42023445567	Protocol
protocol:prospero-crd42023481369	PROSPERO registered review protocol CRD42023481369	Protocol
protocol:quokka	QUality OF Life in Kids: Key evidence to strengthen decisions in Australia (QUOKKA) protocol	Protocol
