product_id,study_id,publication_id,doi,publication_year,product,product_type,status,development_state,validation_state,deployment_state,approval_state,n_scoring_uses
Pf02567f35c42:PR2,Pf02567f35c42:S1,doi:10.1016/j.socscimed.2022.115370,10.1016/j.socscimed.2022.115370,2022,"List of candidate bolt-on items for the EQ-5D-5L, split into constructs missing from and constructs partially covered by the descriptive system",CHECKLIST_OR_TOOL,,,,,,0
Pf0a3c8c0941d:PROD1,Pf0a3c8c0941d:S1,doi:10.1016/j.jval.2024.07.004,10.1016/j.jval.2024.07.004,2024,EQ-5D-5L T1: 1-week recall with original intensity response scale,INSTRUMENT_VERSION,"DEVELOPMENT:Finalized after participant voting, translated into Chinese, and pilot-tested before stage 2 | VALIDATION:Exploratory psychometric assessment completed in hospital patients with asthma and/or COPD","Finalized after participant voting, translated into Chinese, and pilot-tested before stage 2",Exploratory psychometric assessment completed in hospital patients with asthma and/or COPD,,,0
Pf0a3c8c0941d:PROD2,Pf0a3c8c0941d:S1,doi:10.1016/j.jval.2024.07.004,10.1016/j.jval.2024.07.004,2024,EQ-5D-5L T4: 4-week recall with original intensity response scale,INSTRUMENT_VERSION,"DEVELOPMENT:Finalized after participant voting, translated into Chinese, and pilot-tested before stage 2 | VALIDATION:Exploratory psychometric assessment completed in hospital patients with asthma and/or COPD","Finalized after participant voting, translated into Chinese, and pilot-tested before stage 2",Exploratory psychometric assessment completed in hospital patients with asthma and/or COPD,,,0
Pf0a3c8c0941d:PROD3,Pf0a3c8c0941d:S1,doi:10.1016/j.jval.2024.07.004,10.1016/j.jval.2024.07.004,2024,EQ-5D-5L T1F1: 1-week recall with version 1 frequency response scale,INSTRUMENT_VERSION,"DEVELOPMENT:Finalized after participant voting, translated into Chinese, and pilot-tested before stage 2 | VALIDATION:Exploratory psychometric assessment completed in hospital patients with asthma and/or COPD","Finalized after participant voting, translated into Chinese, and pilot-tested before stage 2",Exploratory psychometric assessment completed in hospital patients with asthma and/or COPD,,,0
Pf0a3c8c0941d:PROD4,Pf0a3c8c0941d:S1,doi:10.1016/j.jval.2024.07.004,10.1016/j.jval.2024.07.004,2024,EQ-5D-5L T4F2: 4-week recall with version 2 frequency response scale,INSTRUMENT_VERSION,"DEVELOPMENT:Finalized after participant voting, translated into Chinese, and pilot-tested before stage 2 | VALIDATION:Exploratory psychometric assessment completed in hospital patients with asthma and/or COPD","Finalized after participant voting, translated into Chinese, and pilot-tested before stage 2",Exploratory psychometric assessment completed in hospital patients with asthma and/or COPD,,,0
Pf1b5005454a4:product_dataset,Pf1b5005454a4:study_recall_review,doi:10.1007/s40271-022-00611-w,10.1007/s40271-022-00611-w,2023,Supplementary review data extraction,DATASET,DEPLOYMENT:Available within the Supplementary Information,,,Available within the Supplementary Information,,0
Pf1caacff78c3:PROD1,Pf1caacff78c3:S1,doi:10.3390/ijerph18147415,10.3390/ijerph18147415,2021,Romanian EQ-5D-3L value set,VALUE_SET,DEVELOPMENT:Developed and reported as the first Romanian EQ-5D-3L value set,Developed and reported as the first Romanian EQ-5D-3L value set,,,,0
Pf2fb15ee8123:PR1,Pf2fb15ee8123:S1,doi:10.1002/hec.1596,10.1002/hec.1596,2010,Lead time TTO interview protocol and TTO board,PROTOCOL,"DEVELOPMENT:Developed through preliminary testing, piloted and refined, then applied in a feasibility study; available from the authors on request","Developed through preliminary testing, piloted and refined, then applied in a feasibility study; available from the authors on request",,,,0
Pf354faad7060:PD1,Pf354faad7060:S1,doi:10.1007/s11136-012-0200-0,10.1007/s11136-012-0200-0,2012,Chinese (China) EQ-5D-5L descriptive system,INSTRUMENT_VERSION,DEVELOPMENT:Recommended Chinese EQ-5D-5L wording produced; users advised to contact the EuroQol Group for the official version,Recommended Chinese EQ-5D-5L wording produced; users advised to contact the EuroQol Group for the official version,,,,0
Pf36a197bce39:product_ntto,Pf36a197bce39:study_main,doi:10.1016/j.jval.2020.07.006,10.1016/j.jval.2020.07.006,2020,Non-stopping TTO valuation procedure,PROTOCOL,DEVELOPMENT:Developed and feasibility-tested in face-to-face interviews in Norway and Singapore,Developed and feasibility-tested in face-to-face interviews in Norway and Singapore,,,,0
Pf4a6083afb06:PROD1,Pf4a6083afb06:S1,doi:10.1007/s10198-025-01866-4,10.1007/s10198-025-01866-4,2026,TTO follow-up question method (Q1-Q3),PROTOCOL,DEVELOPMENT:Proposed as three follow-up TTO choice tasks that can identify a standard discount-function form and time-preference direction from the response pattern. | VALIDATION:Empirically tested in 148 respondents; most observed response patterns did not match the standard models considered.,Proposed as three follow-up TTO choice tasks that can identify a standard discount-function form and time-preference direction from the response pattern.,Empirically tested in 148 respondents; most observed response patterns did not match the standard models considered.,,,0
Pf53a5ee15eef:PR1,Pf53a5ee15eef:S1,doi:10.1016/j.vhri.2025.101121,10.1016/j.vhri.2025.101121,2025,EQ-5D-Y-5L Bahasa Indonesia (experimental version),INSTRUMENT_VERSION,APPROVAL:effective version,,,,effective version,0
Pf59b1c101b73:PROD1,Pf59b1c101b73:S1,doi:10.1016/j.jval.2024.05.024,10.1016/j.jval.2024.05.024,2024,Updated EQ-VT DCE design,PROTOCOL,DEPLOYMENT:Set to replace the existing DCE design in future EQ-5D-5L valuation studies; performance and burden will be monitored | DEVELOPMENT:Developed and reported as 20 subdesigns with 12 pairwise choice tasks and two overlapping attribute levels,Developed and reported as 20 subdesigns with 12 pairwise choice tasks and two overlapping attribute levels,,Set to replace the existing DCE design in future EQ-5D-5L valuation studies; performance and burden will be monitored,,0
Pf7962500106a:prod10,Pf7962500106a:s1,doi:10.1007/s40273-025-01545-5,10.1007/s40273-025-01545-5,2025,Experimental EQ-5D-Y-3L OPUF value set for a 10-year-old child perspective,VALUE_SET,DEVELOPMENT:Developed and reported as one of five study-specific social utility functions,Developed and reported as one of five study-specific social utility functions,,,,0
Pf7962500106a:prod4,Pf7962500106a:s1,doi:10.1007/s40273-025-01545-5,10.1007/s40273-025-01545-5,2025,Experimental EQ-5D-Y-3L OPUF value set for a 4-year-old child perspective,VALUE_SET,DEVELOPMENT:Developed and reported as one of five study-specific social utility functions,Developed and reported as one of five study-specific social utility functions,,,,0
Pf7962500106a:prodas,Pf7962500106a:s1,doi:10.1007/s40273-025-01545-5,10.1007/s40273-025-01545-5,2025,Experimental EQ-5D-Y-3L OPUF value set for an adult self-perspective,VALUE_SET,DEVELOPMENT:Developed and reported as one of five study-specific social utility functions,Developed and reported as one of five study-specific social utility functions,,,,0
Pf7962500106a:prodcu,Pf7962500106a:s1,doi:10.1007/s40273-025-01545-5,10.1007/s40273-025-01545-5,2025,Experimental EQ-5D-Y-3L OPUF value set for a child of unspecified age perspective,VALUE_SET,DEVELOPMENT:Developed and reported as one of five study-specific social utility functions,Developed and reported as one of five study-specific social utility functions,,,,0
Pf7962500106a:prodoa,Pf7962500106a:s1,doi:10.1007/s40273-025-01545-5,10.1007/s40273-025-01545-5,2025,Experimental EQ-5D-Y-3L OPUF value set for an other-adult perspective,VALUE_SET,DEVELOPMENT:Developed and reported as one of five study-specific social utility functions,Developed and reported as one of five study-specific social utility functions,,,,0
Pf7fc5068ca4c:PROD1,Pf7fc5068ca4c:S1,doi:10.1186/s12955-025-02421-8,10.1186/s12955-025-02421-8,2025,Systematic-review extraction and analysis dataset for COVID-19 EQ-5D studies,DATASET,DEPLOYMENT:Available from the corresponding author on reasonable request,,,Available from the corresponding author on reasonable request,,0
Pf8a24eb7c34f:product_lite_protocol,Pf8a24eb7c34f:study_uganda_5l,doi:10.1007/s40273-021-01101-x,10.1007/s40273-021-01101-x,2021,EQ-5D-5L lite valuation protocol,PROTOCOL,DEVELOPMENT:Proposed and implemented for the first EQ-5D-5L valuation study with 20 cTTO tasks per respondent and no DCE tasks.,Proposed and implemented for the first EQ-5D-5L valuation study with 20 cTTO tasks per respondent and no DCE tasks.,,,,0
Pf8a24eb7c34f:product_uganda_valueset,Pf8a24eb7c34f:study_uganda_5l,doi:10.1007/s40273-021-01101-x,10.1007/s40273-021-01101-x,2021,Ugandan EQ-5D-5L value set,VALUE_SET,DEVELOPMENT:Established in the reported study from cTTO data using the preferred constrained-intercept heteroskedastic Tobit model.,Established in the reported study from cTTO data using the preferred constrained-intercept heteroskedastic Tobit model.,,,,1
Pf8ecafebc7b0:PROD1,Pf8ecafebc7b0:S1,doi:10.1186/s12955-024-02266-7,10.1186/s12955-024-02266-7,2024,Trinidad and Tobago EQ-5D-5L value set (2024),VALUE_SET,DEPLOYMENT:Recommended for QALY computations and clinical and resource-allocation applications relating to Trinidad and Tobago. | DEVELOPMENT:Developed from a 20-parameter hybrid heteroskedastic Tobit model of cTTO and DCE data. | VALIDATION:Selected for internal consistency and out-of-sample predictivity for single health states.,Developed from a 20-parameter hybrid heteroskedastic Tobit model of cTTO and DCE data.,Selected for internal consistency and out-of-sample predictivity for single health states.,Recommended for QALY computations and clinical and resource-allocation applications relating to Trinidad and Tobago.,,1
Pf9934601d450:PROD1,Pf9934601d450:S1,doi:10.1007/s10198-022-01449-7,10.1007/s10198-022-01449-7,2023,UK general-population utility estimates for 11 beta-thalassemia health states,DATASET,DEVELOPMENT:Completed and reported for all 11 health states,Completed and reported for all 11 health states,,,,0
Pf9a98cc3f8be:product_data1,Pf9a98cc3f8be:study1,doi:10.1007/s10198-021-01309-w,10.1007/s10198-021-01309-w,2021,Open Mendeley Data dataset DOI 10.17632/bdnrj3fsyx.1,DATASET,DEPLOYMENT:Openly available in Mendeley Data.,,,Openly available in Mendeley Data.,,0
Pf9a98cc3f8be:product_data2,Pf9a98cc3f8be:study1,doi:10.1007/s10198-021-01309-w,10.1007/s10198-021-01309-w,2021,Open Mendeley Data dataset DOI 10.17632/793w7k59c3.1,DATASET,DEPLOYMENT:Openly available in Mendeley Data.,,,Openly available in Mendeley Data.,,0
Pf9a98cc3f8be:product_y5_proxy,Pf9a98cc3f8be:study1,doi:10.1007/s10198-021-01309-w,10.1007/s10198-021-01309-w,2021,Beta EQ-5D-Y-5L Simplified Chinese proxy version 1,INSTRUMENT_VERSION,APPROVAL:Beta version; not yet approved as an official EuroQol version. | VALIDATION:Undergoing psychometric testing.,,Undergoing psychometric testing.,,Beta version; not yet approved as an official EuroQol version.,0
Pf9a98cc3f8be:product_y5_self,Pf9a98cc3f8be:study1,doi:10.1007/s10198-021-01309-w,10.1007/s10198-021-01309-w,2021,"Beta EQ-5D-Y-5L, Simplified Chinese self-complete version",INSTRUMENT_VERSION,APPROVAL:Beta version; not yet approved as an official EuroQol version. | VALIDATION:Undergoing psychometric testing.,,Undergoing psychometric testing.,,Beta version; not yet approved as an official EuroQol version.,0
Pf9e9605d0916:product_5l_crosswalk,Pf9e9605d0916:study_1,doi:10.2478/sjph-2020-0024,10.2478/sjph-2020-0024,2020,Slovenian EQ-5D-5L crosswalk value set,VALUE_SET,"DEPLOYMENT:Recommended for Slovenian use until a directly elicited EQ-5D-5L value set becomes available | DEVELOPMENT:Completed interim crosswalk value set for all 3,125 EQ-5D-5L health states","Completed interim crosswalk value set for all 3,125 EQ-5D-5L health states",,Recommended for Slovenian use until a directly elicited EQ-5D-5L value set becomes available,,1
Pfb01b4021843:PD1,Pfb01b4021843:S1,doi:10.1007/s11136-019-02115-x,10.1007/s11136-019-02115-x,2019,"EQ-5D-Y-5L self-report descriptive system with final severity labels in German, Spanish, Swedish and UK English",INSTRUMENT_VERSION,"DEVELOPMENT:Final language-specific 5L versions available, copyright 2018 EuroQol Group | VALIDATION:Requires testing of its psychometric properties and of its performance compared with the EQ-5D-Y-3L","Final language-specific 5L versions available, copyright 2018 EuroQol Group",Requires testing of its psychometric properties and of its performance compared with the EQ-5D-Y-3L,,,0
Pfb01b4021843:PD2,Pfb01b4021843:S1,doi:10.1007/s11136-019-02115-x,10.1007/s11136-019-02115-x,2019,"Draft EQ-5D-Y-4L versions in German, Spanish and Swedish used for comparative testing",INSTRUMENT_VERSION,"DEVELOPMENT:Draft version tested but not carried forward, because participants preferred the 5L version","Draft version tested but not carried forward, because participants preferred the 5L version",,,,0
Pfbd32803b70a:product_method,Pfbd32803b70a:study1,doi:10.1016/j.jval.2025.05.017,10.1016/j.jval.2025.05.017,2025,Two-stage individually calibrated health-state valuation and priority-setting design,PROTOCOL,DEVELOPMENT:Developed and demonstrated in the completed study,Developed and demonstrated in the completed study,,,,0
Pfc006733c4d4:PR1,Pfc006733c4d4:S1,doi:10.1007/s40273-021-01002-z,10.1007/s40273-021-01002-z,2021,Egyptian EQ-5D-5L value set,VALUE_SET,DEVELOPMENT:Generated as the preferred Egyptian EQ-5D-5L tariff from the heteroskedastic cTTO model,Generated as the preferred Egyptian EQ-5D-5L tariff from the heteroskedastic cTTO model,,,,1
Pfc5d5d281041:PROD1,Pfc5d5d281041:S1,doi:10.1017/s0266462324001363,10.1017/s0266462324001363,2024,EQ-VT-derived EQ-HWB-S preference weights,VALUE_SET,DEVELOPMENT:Generated in a feasibility study,Generated in a feasibility study,,,,0
Pfc5d5d281041:PROD2,Pfc5d5d281041:S1,doi:10.1017/s0266462324001363,10.1017/s0266462324001363,2024,PAPRIKA-derived EQ-HWB-S preference weights,VALUE_SET,DEVELOPMENT:Generated in a feasibility study,Generated in a feasibility study,,,,0
Pfc5d5d281041:PROD3,Pfc5d5d281041:S1,doi:10.1017/s0266462324001363,10.1017/s0266462324001363,2024,OPUF-derived EQ-HWB-S preference weights,VALUE_SET,DEVELOPMENT:Generated in a feasibility study,Generated in a feasibility study,,,,0
Pfce85f248965:prod1,Pfce85f248965:s1,doi:10.1007/s11136-025-04038-2,10.1007/s11136-025-04038-2,2025,Chinese laypeople quality-of-life conceptual framework,TAXONOMY_OR_FRAMEWORK,"DEVELOPMENT:Developed from 187 retained codes, 57 sub-themes, and eight themes","Developed from 187 retained codes, 57 sub-themes, and eight themes",,,,0
