study_id,publication_id,doi,publication_year,study_ordinal,label,primary_research_family,execution_status,source_status,purposes,countries,component_approach,temporal_structure,comparison_structure,allocation_structure,synthesis_design,mixed_method_integration,project_ids,n_parts,n_instrument_uses,n_method_uses,n_findings,n_limitations,n_products
Pd4ad2b88f325:S1,doi:10.1016/j.jval.2018.05.010,10.1016/j.jval.2018.05.010,2019,1,Overview and update of the international EQ-5D-5L valuation protocol (EQ-VT): lessons learned from versions 1.0 to 2.1,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,METHOD_OR_PROTOCOL_QUALITY | VALUATION_METHOD_EVALUATION,Canada | China | Germany | Japan | Netherlands | Norway | Singapore | Spain | United Kingdom,CONCEPTUAL | QUANTITATIVE_EMPIRICAL,VARIABLE_SOURCE_TIME,BETWEEN_METHOD,NOT_REPORTED,NARRATIVE_SYNTHESIS,,2013320 | 2014060 | 2014070,0,3,11,9,6,3
Pd51cba4684ed:S1,doi:10.1007/s11136-015-1129-x,10.1007/s11136-015-1129-x,2015,1,Impact of demographic and cultural factors on EQ-5D-5L health state preferences in the China EQ-5D-5L valuation study,HEALTH_PREFERENCE_RESEARCH,COMPLETED,RESULTS_REPORTED,PREFERENCE_COMPARISON | VALUATION_METHOD_EVALUATION,China,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP,NONRANDOMIZED,,,2012010,0,3,6,5,3,0
Pd58581f567ed:study1,doi:10.1007/s10198-025-01823-1,10.1007/s10198-025-01823-1,2025,1,Conceptual assessment of involving children in child health-state valuation,CONCEPTUAL_FRAMEWORK_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,CONCEPTUAL_FRAMEWORK_DEVELOPMENT | METHOD_OR_PROTOCOL_QUALITY,,CONCEPTUAL,NOT_APPLICABLE,NONCOMPARATIVE,NOT_APPLICABLE,NARRATIVE_SYNTHESIS,,1462-PHD,0,1,2,5,5,1
Pd5b3899f6579:S1,doi:10.1007/s40271-017-0240-1,10.1007/s40271-017-0240-1,2017,1,UK general public survey on aspects of health not captured by the EQ-5D descriptive system,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,CONTENT_VALIDITY_EVALUATION | OUTCOME_DESCRIPTION,United Kingdom,QUALITATIVE_INQUIRY,CROSS_SECTIONAL,NONCOMPARATIVE,NOT_APPLICABLE,,,2015050,0,6,8,8,6,1
Pd5c0c3c14da7:S1,doi:10.1016/j.jval.2026.04.009,10.1016/j.jval.2026.04.009,2026,1,Empirical comparison of statistical models for EQ-5D treatment effects in randomized clinical trials,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,METHOD_OR_PROTOCOL_QUALITY,Germany,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_METHOD,NOT_APPLICABLE,NOT_APPLICABLE,,,0,3,4,8,5,0
Pd5ee3ed10ae4:study_1,doi:10.1007/s11136-024-03851-5,10.1007/s11136-024-03851-5,2025,1,Qualitative systematic review of the impact of hearing on quality of life,EVIDENCE_SYNTHESIS,COMPLETED,RESULTS_REPORTED,CONTENT_VALIDITY_EVALUATION | EVIDENCE_SYNTHESIS,Australia | Brazil | Canada | China | United Kingdom | United States,,,,,,,116-RA,2,3,5,8,5,1
Pd62fc01371ee:study1,doi:10.3389/fpubh.2023.1234320,10.3389/fpubh.2023.1234320,2023,1,Sociodemographic differences in EQ-5D-5L health-state valuation in India,HEALTH_PREFERENCE_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | PREFERENCE_COMPARISON,,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP,NOT_APPLICABLE,,,20170520,0,3,8,8,1,0
Pd630b7208f52:S1,doi:10.1007/s11136-011-9903-x,10.1007/s11136-011-9903-x,2011,1,Development and preliminary testing of the EQ-5D-5L descriptive system in UK English and Spanish,INSTRUMENT_VERSION_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,CONTENT_VALIDITY_EVALUATION | INSTRUMENT_DEVELOPMENT | TRANSLATION_AND_CULTURAL_ADAPTATION,Spain | United Kingdom,PARTICIPATORY_DESIGN,CROSS_SECTIONAL,BETWEEN_CONTEXT,NONRANDOMIZED,,,,2,6,6,7,5,2
Pd6468420d903:S1,doi:10.1007/s40273-024-01354-2,10.1007/s40273-024-01354-2,2024,1,"Comparative psychometric evaluation of generic paediatric HRQoL instruments in children with ADHD, anxiety, or depression",MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION,Australia,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_INSTRUMENT | WITHIN_PERSON,RANDOMIZED,NOT_APPLICABLE,,330-PHD | 361-RA,0,9,10,9,9,0
Pd69df5f71f18:study_qual_adapt,doi:10.1016/j.jval.2023.06.004,10.1016/j.jval.2023.06.004,2023,1,Qualitative development of an adapted proxy EQ-5D-Y-3L for children aged 2-4 years,INSTRUMENT_VERSION_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,CONTENT_VALIDITY_EVALUATION | INSTRUMENT_DEVELOPMENT,Australia,,,,,NOT_APPLICABLE,SEQUENTIAL,111-RA,2,3,6,7,4,1
Pd6a34363a6ce:S1,doi:10.1186/s12955-022-02031-8,10.1186/s12955-022-02031-8,2022,1,"Comparison of theoretical and empirical measurement properties of the US EQ-5D-3L, US EQ-5D-5L and 5L-to-3L crosswalk value sets across the health continuum",MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION | METHOD_OR_PROTOCOL_QUALITY,Denmark | Italy | Netherlands | Poland | United Kingdom | United States,MODEL_BASED | QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD | WITHIN_PERSON,NOT_APPLICABLE,NOT_APPLICABLE,,20190360,0,3,7,8,5,0
Pd6b0c34247d2:study_main,doi:10.1007/s40273-024-01382-y,10.1007/s40273-024-01382-y,2024,1,Dimensionality assessment of four generic paediatric HRQoL instruments,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION,Australia,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_CONTEXT,NOT_APPLICABLE,,,361-RA,3,4,8,9,3,0
Pd79e2191e0da:S1,doi:10.1016/j.jval.2017.09.016,10.1016/j.jval.2017.09.016,2017,1,IAHPR predictive modeling competition using exploratory and confirmatory EQ-5D-5L paired-comparison surveys in US adults,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | METHOD_OR_PROTOCOL_QUALITY | VALUATION_METHOD_EVALUATION,United States,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD,NONRANDOMIZED,,,2016020,2,4,10,8,7,2
Pd85974f8308b:S1,doi:10.1007/s40271-019-00380-z,10.1007/s40271-019-00380-z,2019,1,"Analysis of device and internet-connection effects on participation, response quality and EQ-5D-5L utility values in two US online DCE health preference surveys",METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | METHOD_OR_PROTOCOL_QUALITY | VALUATION_METHOD_EVALUATION,United States,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_CONTEXT | BETWEEN_GROUP,NONRANDOMIZED,NOT_APPLICABLE,,2016690,0,3,7,10,5,0
Pd871eba8f795:study_qolacc_agreement,doi:10.1186/s41687-024-00705-z,10.1186/s41687-024-00705-z,2024,1,QOL-ACC self-report and family-proxy interrater agreement study,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION | PREFERENCE_COMPARISON,Australia,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,WITHIN_DYAD,NOT_APPLICABLE,NOT_APPLICABLE,,194-RA,0,3,10,4,5,0
Pd8a9871db92a:ST1,doi:10.1186/s12891-019-2434-2,10.1186/s12891-019-2434-2,2019,1,"Pragmatic randomized controlled trial of an individualized PROM-based patient decision aid and surgeon report for patients considering total knee arthroplasty, Edmonton Bone and Joint Centre, Alberta, Canada",APPLIED_USE_RESEARCH,PLANNED,NO_RESULTS_YET,DECISION_SUPPORT_DEVELOPMENT | IMPLEMENTATION_EVALUATION | OUTCOME_DESCRIPTION,Canada,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_GROUP,RANDOMIZED,NOT_APPLICABLE,,2016030,0,10,10,4,6,2
Pd973a2060b41:S1,Pd973a2060b41,,2020,1,E-QALY Stage 3: international face and content validity testing of candidate items for a new generic preference-based measure,INSTRUMENT_VERSION_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,CONTENT_VALIDITY_EVALUATION | INSTRUMENT_DEVELOPMENT | TRANSLATION_AND_CULTURAL_ADAPTATION,Australia | China | Germany | United Kingdom | United States,QUALITATIVE_INQUIRY | TRANSLATION_ADAPTATION_WORKFLOW,CROSS_SECTIONAL,BETWEEN_CONTEXT,NOT_APPLICABLE,,,20170660 | 20170670 | 20180010 | 20180060 | 20180080,0,3,4,7,0,1
Pd988aa68ef3e:study1,doi:10.1186/s41687-024-00770-4,10.1186/s41687-024-00770-4,2024,1,Within-person comparison of EQ-5D youth and adult descriptive systems in adolescents,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,IMPLEMENTATION_EVALUATION | MEASUREMENT_PROPERTY_EVALUATION,Ethiopia | South Africa,QUALITATIVE_INQUIRY | QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,WITHIN_PERSON,RANDOMIZED,NOT_APPLICABLE,EMBEDDED,147-RA,2,9,12,9,6,0
Pd9ca6937af59:study1,doi:10.1016/j.jval.2025.04.2160,10.1016/j.jval.2025.04.2160,2025,1,"Comparative psychometric evaluation of EQ-HWB, EQ-HWB-S, EQ-5D-5L, and ICECAP-A in Ireland",MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION,,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_INSTRUMENT,NOT_APPLICABLE,NOT_APPLICABLE,,1676-RA,0,4,12,6,5,0
Pda4dd0296aa0:study1,doi:10.1007/s10198-025-01770-x,10.1007/s10198-025-01770-x,2025,1,"Brazilian comparison of EQ-5D-Y-3L, EQ-5D-Y-5L, and CHU9D measurement properties",MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION,Brazil,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_GROUP | BETWEEN_INSTRUMENT | WITHIN_PERSON,RANDOMIZED,NOT_APPLICABLE,,218-RA,0,7,15,7,8,0
Pdb6a65ddab88:S1,doi:10.1007/s11136-020-02730-z,10.1007/s11136-020-02730-z,2021,1,Tunisian EQ-5D-3L valuation study,VALUE_SET_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | VALUATION_METHOD_EVALUATION | VALUE_SET_DEVELOPMENT,,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD,RANDOMIZED,NOT_APPLICABLE,,20190040,0,3,7,8,3,2
Pdb91becc0ce5:S1,doi:10.1186/s12955-022-02015-8,10.1186/s12955-022-02015-8,2022,1,Prediction of panel attrition in a three-wave online longitudinal HRQoL survey conducted in the US during the COVID-19 pandemic (April 2020 - March 2021),METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,METHOD_OR_PROTOCOL_QUALITY | OUTCOME_DESCRIPTION,United States,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_GROUP,NOT_APPLICABLE,NOT_APPLICABLE,,84-RA,0,8,7,11,6,0
Pdbf006e1c2a9:S1,doi:10.1007/s10198-026-01972-x,10.1007/s10198-026-01972-x,2026,1,Measurement properties and agreement of Tigrinya EQ-5D-Y-5L administration modes,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,IMPLEMENTATION_EVALUATION | MEASUREMENT_PROPERTY_EVALUATION,Ethiopia,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_METHOD | WITHIN_DYAD | WITHIN_PERSON,RANDOMIZED,NOT_APPLICABLE,,,0,5,18,8,6,0
Pdbf38afc9f3d:S1,doi:10.1016/j.jval.2022.01.015,10.1016/j.jval.2022.01.015,2022,1,Sensitivity and specificity of repeated and dominant choice tasks as internal validity tests in discrete choice experiments,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,EVIDENCE_SYNTHESIS | METHOD_OR_PROTOCOL_QUALITY | PREFERENCE_COMPARISON,United States,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD,,,,20191070,3,1,17,10,5,0
Pdc88e22d1afa:S1,doi:10.1186/s12955-025-02456-x,10.1186/s12955-025-02456-x,2025,1,Think-aloud feasibility study of DCE valuation for the adapted EQ-5D-Y-3L for ages 2–4,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | VALUATION_METHOD_EVALUATION,Australia,,,,,,EMBEDDED,111-RA,2,4,7,9,6,0
Pdd3be61d6287:S1,doi:10.1080/08039488.2023.2289915,10.1080/08039488.2023.2289915,2023,1,Pulse width and HRQoL after electroconvulsive therapy,HEALTH_OUTCOME_RESEARCH,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION,Sweden,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_GROUP,NONRANDOMIZED,NOT_APPLICABLE,,,0,2,8,6,7,0
Pdd3d4c609f52:study_morocco_5l,doi:10.1007/s11136-025-03930-1,10.1007/s11136-025-03930-1,2025,1,Moroccan EQ-5D-5L valuation study,VALUE_SET_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | VALUE_SET_DEVELOPMENT,Morocco,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD,NOT_APPLICABLE,NOT_APPLICABLE,,1411-VS,0,3,9,8,2,1
Pddf0b2512838:study1,doi:10.1007/s40273-020-00994-4,10.1007/s40273-020-00994-4,2021,1,Slovenian EQ-5D-Y-3L valuation study,VALUE_SET_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | VALUE_SET_DEVELOPMENT,Slovenia,,,,,,,20180510,2,5,7,4,4,1
Pde2f886274c3:study1,doi:10.1186/s41687-026-01113-1,10.1186/s41687-026-01113-1,2026,1,Comparison of experimental EQ-TIPS-3L and EQ-TIPS-5L performance in infants and toddlers with chronic conditions,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION,South Africa,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,WITHIN_PERSON,RANDOMIZED,NOT_APPLICABLE,,1681-RA,0,4,11,6,4,0
Pde6810fbd427:S1,doi:10.1016/j.jval.2021.11.1371,10.1016/j.jval.2021.11.1371,2022,1,"Qualitative review of quality-of-life domains for patients, social care users and informal carers to inform the EQ-HWB descriptive system",INSTRUMENT_VERSION_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,CONCEPTUAL_FRAMEWORK_DEVELOPMENT | EVIDENCE_SYNTHESIS | INSTRUMENT_DEVELOPMENT,Australia | Canada | United Kingdom | United States,EVIDENCE_SYNTHESIS | PARTICIPATORY_DESIGN | QUALITATIVE_INQUIRY,NOT_APPLICABLE,NONCOMPARATIVE,NOT_APPLICABLE,NARRATIVE_SYNTHESIS,,,0,16,5,8,9,1
Pdeb1829a580c:S1,doi:10.1016/j.jval.2017.10.002,10.1016/j.jval.2017.10.002,2017,1,"Randomized five-arm DCE experiment on level overlap and color coding and attribute non-attendance (EQ-5D-5L, Dutch general population)",METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,METHOD_OR_PROTOCOL_QUALITY | VALUATION_METHOD_EVALUATION,Netherlands,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD,RANDOMIZED,,,2015430,0,2,9,5,4,0
Pdf0647e304ac:study_main,doi:10.1177/0272989x20969686,10.1177/0272989x20969686,2021,1,Development and pairwise-choice evaluation of five EQ-5D-5L bolt-ons,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | INSTRUMENT_DEVELOPMENT | PREFERENCE_COMPARISON | VALUATION_METHOD_EVALUATION,United Kingdom,,,,,,SEQUENTIAL,20170210,2,12,9,7,4,1
Pdfdf579023c4:S1,doi:10.1177/0272989x18765184,10.1177/0272989x18765184,2018,1,Literature review and scale-theoretic analysis of setting dead at zero in the QALY model,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,CONCEPTUAL_FRAMEWORK_DEVELOPMENT | EVIDENCE_SYNTHESIS | VALUATION_METHOD_EVALUATION,,CONCEPTUAL,NOT_APPLICABLE,NONCOMPARATIVE,NOT_APPLICABLE,NARRATIVE_SYNTHESIS,,2015150,0,2,9,5,2,0
Pe06cdad313e9:st1,doi:10.1002/hec.4457,10.1002/hec.4457,2022,1,Bayesian latent class re-analysis of two Australian DCE-with-duration valuation datasets to test whether respondents use a multiplicative utility function,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,METHOD_OR_PROTOCOL_QUALITY | VALUATION_METHOD_EVALUATION,Australia,MODEL_BASED | QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_INSTRUMENT | BETWEEN_METHOD,NOT_APPLICABLE,NOT_APPLICABLE,,,2,4,6,6,4,0
Pe0992ff81f11:S1,doi:10.1007/s40271-023-00657-4,10.1007/s40271-023-00657-4,2023,1,HRQoL measurement and caregiver burden in children dependent on breathing technology,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION | OUTCOME_DESCRIPTION,South Africa,,,,,,,426-RA,2,10,9,9,4,0
Pe09fb447badf:S1,doi:10.1186/s41687-022-00437-y,10.1186/s41687-022-00437-y,2022,1,Patient and public involvement and engagement (PPIE) within the development of the EQ Health and Wellbeing (EQ-HWB) measure in the Extending the QALY project,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,CONTENT_VALIDITY_EVALUATION | IMPLEMENTATION_EVALUATION | INSTRUMENT_DEVELOPMENT,United Kingdom,PARTICIPATORY_DESIGN | QUALITATIVE_INQUIRY,LONGITUDINAL_REPEATED,NONCOMPARATIVE,NOT_APPLICABLE,NOT_APPLICABLE,,,0,2,5,6,5,1
Pe0db2a72d7a9:study_main,doi:10.1007/s11136-023-03394-1,10.1007/s11136-023-03394-1,2023,1,Urban-rural comparison of EQ-5D-5L health-state preferences in a multi-ethnic region of China,HEALTH_PREFERENCE_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | PREFERENCE_COMPARISON,China,,,,,,,,3,3,11,7,4,0
Pe11eddb44c0d:S1,doi:10.1007/s40273-025-01493-0,10.1007/s40273-025-01493-0,2025,1,Systematic review of child-versus-adult health-state valuation perspectives,EVIDENCE_SYNTHESIS,COMPLETED,RESULTS_REPORTED,EVIDENCE_SYNTHESIS | PREFERENCE_COMPARISON | VALUATION_METHOD_EVALUATION,Australia,EVIDENCE_SYNTHESIS,VARIABLE_SOURCE_TIME,BETWEEN_CONTEXT,NOT_APPLICABLE,NARRATIVE_SYNTHESIS | SYSTEMATIC_REVIEW,,348-PHD,0,7,12,11,6,1
Pe12aeb58dac7:S1,doi:10.1007/s40273-022-01172-4,10.1007/s40273-022-01172-4,2022,1,Head-to-head comparison of EQ-5D-3L and EQ-5D-5L responsiveness in German rehabilitation and Polish stroke patients using nine country-specific value set pairs plus a US methodological pair,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION,Germany | Poland,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_CONTEXT | BETWEEN_INSTRUMENT | WITHIN_PERSON,NOT_APPLICABLE,NOT_APPLICABLE,,20170600,0,5,10,12,9,0
Pe14134fb3e6c:S1,doi:10.1007/s11238-019-09707-6,10.1007/s11238-019-09707-6,2019,1,"Extended time trade-off experiment eliciting imprecise (fuzzy) utilities of EQ-5D-3L health states in 184 Polish students, with comparison of crisp, fuzzy-crisp and fuzzy-fuzzy modelling approaches",METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | VALUATION_METHOD_EVALUATION | VALUE_SET_DEVELOPMENT,Poland,MODEL_BASED | QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD,NOT_REPORTED,NOT_APPLICABLE,,2015320,0,3,12,17,8,1
Pe143ca57deaa:S1,doi:10.1007/s11136-022-03155-6,10.1007/s11136-022-03155-6,2022,1,"Threshold explanation for the apparent insensitivity of negative composite time trade-off values to health state severity, tested on Dutch EQ-5D-5L valuation data",METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,METHOD_OR_PROTOCOL_QUALITY | VALUATION_METHOD_EVALUATION,Netherlands,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP,NOT_APPLICABLE,NOT_APPLICABLE,,20180340R1,0,2,6,6,3,0
Pe15be479d9d7:S1,doi:10.1007/s40258-025-00954-z,10.1007/s40258-025-00954-z,2025,1,Head-on comparison of EQ-VT- and crosswalk-based EQ-5D-5L value sets,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,MAPPING_OR_CROSSWALK | PREFERENCE_COMPARISON | VALUATION_METHOD_EVALUATION,Canada | China | Denmark | France | Germany | Hungary | Italy | Japan | Netherlands | Poland | Romania | South Korea | Spain | Taiwan | Thailand | United States,,,,,,,1767-RA,3,7,18,7,1,0
Pe29f0c3a3e31:S1,doi:10.1016/j.jval.2022.07.013,10.1016/j.jval.2022.07.013,2022,1,Introduction and empirical evaluation of the garbage class mixed logit model for accounting for low-quality response patterns in discrete choice experiments,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,METHOD_OR_PROTOCOL_QUALITY,United States,MODEL_BASED,CROSS_SECTIONAL,BETWEEN_METHOD,NOT_APPLICABLE,NOT_APPLICABLE,,1413-RA,0,1,11,6,6,0
Pe3968d5e397c:STU1,doi:10.1186/s41687-022-00474-7,10.1186/s41687-022-00474-7,2022,1,Comparative construct validity of the EQ-5D-5L and the CDC Healthy Days measures in the 2014 Alberta Community Health Survey,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION | OUTCOME_DESCRIPTION,Canada,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP | BETWEEN_INSTRUMENT,NOT_APPLICABLE,NOT_APPLICABLE,,,0,4,10,9,3,0
Pe3a57f3f3f79:S1,doi:10.1016/j.jval.2018.10.002,10.1016/j.jval.2018.10.002,2018,1,Secondary analysis of composite TTO data from five EQ-5D-5L valuation studies to assess discriminative ability of negative (worse-than-death) values,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,METHOD_OR_PROTOCOL_QUALITY | VALUATION_METHOD_EVALUATION,Canada | China | Netherlands | Singapore | Thailand,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD,NOT_APPLICABLE,,,,0,1,6,4,1,0
Pe3cf8dfc1161:S1,doi:10.1186/s12955-023-02148-4,10.1186/s12955-023-02148-4,2023,1,"Caregiver eHealth literacy, financial well-being, mental health, and pediatric OI HRQoL survey",HEALTH_OUTCOME_RESEARCH,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION,China,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP,NOT_APPLICABLE,NOT_APPLICABLE,,85-RA,0,4,5,8,3,0
Pe41bc275bbd7:S1,doi:10.1007/s40273-024-01351-5,10.1007/s40273-024-01351-5,2024,1,EQ-HWB-S validity in Australian parents of children with and without health conditions,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION,Australia,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP,NOT_APPLICABLE,NOT_APPLICABLE,,,0,4,9,7,7,0
Pe4351b6a965f:s1,doi:10.1007/s10198-019-01156-w,10.1007/s10198-019-01156-w,2020,1,Vision bolt-on responsiveness in cataract surgery,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION,Singapore,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,WITHIN_PERSON,RANDOMIZED,NOT_APPLICABLE,,2016310,0,8,8,6,4,0
Pe4d3834f8554:study1,doi:10.3389/fpubh.2022.959252,10.3389/fpubh.2022.959252,2023,1,Cross-country analysis of socio-demographic differences in EQ-5D-3L self-reported health,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,METHOD_OR_PROTOCOL_QUALITY | OUTCOME_DESCRIPTION,Belgium | China | Denmark | France | Germany | Hungary | Italy | Netherlands | Slovenia | South Korea | Spain | Sweden | Thailand | United Kingdom | United States,,,,,,,,2,2,4,7,6,0
Pe4e588ef0cc3:S1,doi:10.1016/j.pmedr.2022.101977,10.1016/j.pmedr.2022.101977,2022,1,"National online cross-sectional survey of COVID-19 vaccine acceptance and coverage among US pregnant persons, May to July 2021",HEALTH_OUTCOME_RESEARCH,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION,United States,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP,NOT_APPLICABLE,NOT_APPLICABLE,,260-RA,0,2,7,7,3,0
Pe55371719d20:S1,doi:10.1016/j.ocarto.2022.100286,10.1016/j.ocarto.2022.100286,2022,1,"Pragmatic randomized controlled trial of an online individualised EQ-5D-based patient decision aid plus surgeon report for patients considering total knee arthroplasty in routine care (Edmonton, Canada)",APPLIED_USE_RESEARCH,COMPLETED,RESULTS_REPORTED,DECISION_SUPPORT_DEVELOPMENT | IMPLEMENTATION_EVALUATION | OUTCOME_DESCRIPTION,Canada,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_GROUP,RANDOMIZED,NOT_APPLICABLE,,2016030,0,9,8,9,8,2
Pe5753c21a478:S1,doi:10.1007/s40273-014-0168-4,10.1007/s40273-014-0168-4,2014,1,Web-based Better than Dead valuation study of EQ-5D-3L health states in a Dutch general population sample,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | METHOD_OR_PROTOCOL_QUALITY | VALUATION_METHOD_EVALUATION,Netherlands,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,WITHIN_PERSON,RANDOMIZED,,,2013010,0,2,8,6,4,1
Pe590a6031e94:study_main,doi:10.1007/s40273-025-01530-y,10.1007/s40273-025-01530-y,2025,1,Canadian EQ-5D-Y-5L preference elicitation and anchoring study,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | PREFERENCE_COMPARISON | VALUATION_METHOD_EVALUATION,Canada,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP | BETWEEN_METHOD,RANDOMIZED,,,1404-RA,3,4,8,6,4,0
